customer_id_nk,sale_id_nk,fecha,n_items,unidades,importe,margen,tiene_devolucion
7,7475,2023-07-31,2,4,299.87,119.96,False
7,13528,2023-07-26,2,3,119.88,47.96,False
7,11726,2023-01-02,1,3,119.7,47.88,False
7,5931,2022-03-14,2,4,339.96,136.0,False
7,13255,2021-04-25,4,8,1489.92,596.0,False
7,2910,2021-02-03,3,7,479.48,191.8,False
7,2999,2020-04-23,3,6,629.67,251.88,False
7,141,2020-02-27,1,3,149.97,60.0,False
7,7309,2020-01-23,3,5,509.68,203.88,False
8,10294,2025-08-01,3,5,141.68,56.68,False
8,4538,2025-02-15,3,6,539.49,215.8,False
8,3260,2025-02-02,3,5,529.5,211.8,False
8,2616,2024-10-18,4,8,794.83,317.96,False
8,11068,2024-05-06,1,2,39.98,16.0,False
8,9848,2024-02-18,3,5,969.95,388.0,False
8,4316,2024-01-25,2,3,589.97,236.0,False
8,10065,2023-10-30,4,11,1309.62,523.88,False
8,4492,2023-04-08,4,8,1029.65,411.88,False
8,7088,2023-03-31,3,8,434.2,173.68,False
8,5557,2021-12-15,3,8,1649.92,660.0,False
8,7867,2021-10-04,3,5,439.77,175.92,True
8,8154,2021-07-12,3,7,749.57,299.84,False
8,3362,2021-07-10,2,4,189.96,76.0,False
8,7875,2021-05-24,3,8,799.92,320.0,False
8,8252,2021-01-23,1,2,399.8,159.92,False
8,4580,2020-07-20,3,5,294.95,118.0,False
8,5712,2020-03-20,2,4,229.87,91.96,False
9,12645,2025-12-27,4,9,1114.73,445.92,False
9,7163,2025-11-28,3,4,301.87,120.76,False
9,8969,2025-08-31,2,3,349.97,140.0,False
9,14204,2023-06-12,4,11,1434.62,573.88,False
9,8492,2023-04-24,1,3,299.7,119.88,False
9,9995,2022-09-04,2,5,859.5,343.8,False
9,3060,2022-04-30,4,8,419.92,168.0,True
9,6947,2022-02-12,1,1,59.99,24.0,False
9,8244,2021-05-13,2,6,1019.94,408.0,False
9,3620,2021-04-08,1,1,99.99,40.0,False
9,13898,2021-02-05,3,6,1089.94,436.0,False
9,2093,2020-11-09,4,6,1459.94,584.0,False
9,5331,2020-11-07,3,3,459.79,183.92,False
9,4348,2020-10-28,3,5,509.95,204.0,False
10,9952,2025-12-04,2,5,409.77,163.92,False
10,2459,2025-08-05,2,3,139.79,55.92,False
10,5795,2024-12-26,2,4,179.6,71.84,False
10,12407,2024-10-16,4,9,1341.91,536.8,False
10,1298,2024-10-10,2,3,199.97,80.0,False
10,3973,2024-09-19,2,2,199.98,80.0,True
10,4350,2024-09-10,1,1,139.99,56.0,False
10,492,2023-08-23,3,7,619.66,247.88,False
10,2726,2023-04-14,1,2,259.8,103.92,False
10,2973,2023-03-13,1,2,279.98,112.0,False
10,10569,2023-01-17,3,8,1069.65,427.88,False
10,9352,2022-11-18,1,3,269.7,107.88,True
10,14487,2022-11-14,3,5,226.95,90.8,True
10,3038,2022-06-20,2,6,809.67,323.88,False
10,12201,2022-03-31,2,3,379.79,151.92,False
10,9738,2021-05-18,3,6,809.94,324.0,False
10,3770,2021-05-07,1,1,119.9,47.96,False
10,7383,2020-10-13,2,6,1409.67,563.88,False
10,3137,2020-04-28,1,2,79.8,31.92,False
10,1598,2020-01-16,2,5,659.68,263.88,False
11,3055,2025-12-16,2,2,144.89,57.96,False
11,13568,2025-08-14,3,7,479.3,191.72,False
11,671,2024-07-02,2,3,409.97,164.0,False
11,13385,2023-08-02,1,2,299.98,120.0,False
11,6235,2023-05-26,2,4,269.96,108.0,False
11,6341,2023-05-12,3,6,954.94,382.0,False
11,7859,2023-04-30,1,1,299.99,120.0,False
11,8469,2022-12-15,3,4,599.96,240.0,True
11,6972,2022-07-23,4,8,939.56,375.84,False
11,426,2022-06-17,1,2,39.98,16.0,False
11,8399,2022-05-23,3,8,1309.74,523.92,True
11,13232,2022-03-03,1,2,259.8,103.92,False
11,3956,2021-08-10,2,4,609.96,244.0,False
11,12510,2020-09-10,4,8,1349.74,539.92,False
11,6215,2020-06-01,3,8,1159.74,463.92,False
11,2204,2020-05-05,1,1,129.9,51.96,False
11,9022,2020-01-15,1,1,299.99,120.0,False
12,4208,2025-07-21,3,4,305.96,122.4,False
12,5443,2025-07-20,4,6,511.76,204.72,False
12,3237,2025-05-28,4,6,639.67,255.88,False
12,3882,2024-12-27,3,5,329.77,131.92,False
12,11990,2024-11-09,3,8,589.2,235.68,False
12,647,2023-12-24,4,10,611.63,244.68,False
12,2525,2023-04-21,2,6,509.94,204.0,True
12,11928,2022-11-22,4,5,209.95,84.0,False
12,2866,2022-10-08,3,4,489.87,195.96,False
12,7523,2022-08-20,4,8,909.92,364.0,True
12,12805,2021-10-26,4,10,934.9,374.0,False
12,5683,2021-10-23,4,11,2949.71,1179.92,False
12,4207,2021-09-30,2,4,369.6,147.84,False
12,1879,2021-02-15,4,10,1419.54,567.84,True
12,7985,2020-12-25,2,4,499.96,200.0,False
12,10389,2020-08-07,4,8,339.74,135.92,False
12,4830,2020-08-01,1,3,1199.97,480.0,False
12,10700,2020-05-21,4,7,881.93,352.8,True
12,10893,2020-05-10,1,3,89.97,36.0,False
13,7540,2025-11-25,4,6,399.85,159.96,False
13,926,2025-06-03,2,3,259.79,103.92,False
13,12185,2024-10-14,2,4,309.87,123.96,False
13,3357,2024-09-19,2,6,257.94,103.2,False
13,5351,2024-08-30,3,4,489.78,195.92,True
13,3017,2024-05-10,4,8,447.92,179.2,False
13,8434,2024-04-05,3,9,1649.91,660.0,False
13,10109,2024-02-29,3,7,1279.93,512.0,False
13,5881,2023-10-21,1,3,209.97,84.0,False
13,1998,2023-10-17,2,6,389.94,156.0,False
13,5377,2022-12-27,3,6,599.94,240.0,False
13,11155,2022-12-26,2,3,209.79,83.92,False
13,8435,2022-10-31,4,5,609.77,243.92,False
13,10105,2021-05-08,3,7,1069.66,427.88,False
13,1792,2020-11-29,1,1,399.99,160.0,False
13,2964,2020-07-25,1,3,419.97,168.0,False
13,4718,2020-06-24,3,6,1219.85,487.96,False
14,13249,2025-11-29,3,5,634.95,254.0,False
14,9873,2025-11-25,1,3,449.7,179.88,False
14,3340,2025-10-23,1,3,479.97,192.0,False
14,902,2025-09-11,1,1,149.99,60.0,False
14,5531,2025-06-29,2,5,829.77,331.92,False
14,12003,2025-04-04,4,7,669.39,267.76,False
14,9703,2025-04-03,2,5,1249.77,499.92,False
14,14499,2025-03-28,4,10,1829.63,731.88,False
14,11782,2025-03-08,3,8,1389.92,556.0,False
14,4515,2024-09-29,3,6,1309.85,523.96,False
14,9543,2024-01-08,2,2,329.98,132.0,False
14,14600,2023-12-31,3,7,449.66,179.88,False
14,4438,2023-04-19,2,3,124.79,49.92,False
14,5638,2023-01-31,2,3,289.88,115.96,False
14,13084,2022-09-22,2,4,729.96,292.0,False
14,9706,2022-09-18,2,6,989.94,396.0,False
14,14382,2022-07-17,4,7,1214.57,485.84,False
14,5147,2022-05-06,4,6,220.58,88.24,False
14,13916,2021-11-28,4,7,2134.84,853.96,False
14,558,2021-10-05,1,1,119.99,48.0,False
14,5675,2020-10-16,4,10,2539.9,1016.0,False
14,960,2020-01-26,3,7,1364.66,545.88,False
15,3679,2025-07-02,1,1,159.99,64.0,False
15,7784,2023-01-31,1,2,299.8,119.92,False
15,3900,2023-01-28,1,3,299.7,119.88,False
15,12211,2022-12-23,4,5,1194.86,477.96,False
15,5583,2022-05-04,2,5,379.77,151.92,False
15,10173,2021-12-07,1,2,99.8,39.92,False
15,12564,2021-04-23,1,2,319.98,128.0,False
15,9036,2021-04-04,1,3,479.97,192.0,False
15,6310,2021-03-17,3,4,489.96,196.0,False
15,10194,2020-05-28,3,5,134.68,53.88,False
16,3897,2025-12-11,4,7,759.39,303.76,False
16,14449,2024-06-01,1,1,189.99,76.0,False
16,5797,2024-04-30,4,10,1124.54,449.84,False
16,2903,2024-02-09,4,10,1319.45,527.8,False
16,10639,2023-05-21,4,8,604.83,241.96,False
16,13659,2022-10-01,1,1,39.99,16.0,False
16,11294,2022-09-03,2,3,449.97,180.0,False
16,9251,2022-05-28,2,4,559.78,223.92,True
16,3115,2022-02-25,4,8,1669.74,667.92,True
16,13436,2022-01-08,2,4,759.96,304.0,False
16,13523,2021-10-26,4,6,664.67,265.88,False
16,12571,2021-07-22,2,2,229.8,91.92,False
16,6619,2021-04-25,1,3,419.97,168.0,False
16,11583,2020-10-08,3,6,339.94,136.0,False
16,11515,2020-09-19,2,3,79.88,31.96,True
16,12024,2020-07-13,4,6,269.76,107.92,False
16,8674,2020-05-09,3,6,594.67,237.88,True
17,7484,2025-11-05,3,7,1199.57,479.84,False
17,11817,2025-06-25,2,5,259.77,103.92,True
17,10719,2025-01-20,2,4,579.96,232.0,False
17,4151,2024-09-08,1,1,349.99,140.0,False
17,532,2024-08-15,1,3,1199.97,480.0,False
17,1699,2024-07-16,1,3,899.97,360.0,False
17,14703,2024-07-15,2,4,599.87,239.96,True
17,14930,2024-04-07,1,1,54.9,21.96,False
17,4270,2024-03-28,1,3,1199.97,480.0,False
17,10980,2024-01-29,2,4,429.96,172.0,False
17,7686,2022-09-14,2,4,569.96,228.0,True
17,589,2022-09-09,3,8,2029.92,812.0,False
17,14429,2022-07-14,1,1,24.9,9.96,False
17,7884,2021-07-10,3,5,1399.95,560.0,False
17,12497,2020-12-01,4,6,539.94,216.0,True
17,12225,2020-11-08,3,8,669.92,268.0,False
17,10373,2020-04-25,1,2,139.8,55.92,False
17,6876,2020-02-09,4,4,374.87,149.96,False
17,8856,2020-02-08,2,3,659.79,263.92,False
18,10545,2025-08-02,3,6,489.94,196.0,False
18,7493,2024-11-06,2,4,99.96,40.0,False
18,7008,2024-06-04,2,4,314.69,125.88,False
18,5872,2024-04-21,1,1,49.9,19.96,False
18,6591,2024-03-23,1,2,499.98,200.0,False
18,10274,2024-02-21,4,9,1709.73,683.92,False
18,13960,2024-01-15,3,7,1099.66,439.88,False
18,5449,2023-08-07,2,5,291.95,116.8,False
18,9691,2023-08-05,2,2,374.89,149.96,False
18,3407,2023-06-25,1,3,74.97,30.0,False
18,7577,2023-04-10,3,6,609.76,243.92,False
18,912,2023-02-09,4,9,1179.91,472.0,False
18,10501,2023-01-11,3,4,159.78,63.92,False
18,8436,2022-11-15,1,1,19.99,8.0,False
18,6996,2022-05-15,1,1,99.9,39.96,False
18,12940,2020-12-08,3,5,134.86,53.96,False
18,14146,2020-06-20,4,10,1729.9,692.0,False
18,7146,2020-05-07,3,6,989.76,395.92,False
18,10282,2020-04-06,4,6,644.76,257.92,False
18,6778,2020-01-08,2,6,509.94,204.0,False
19,518,2025-12-08,2,4,949.96,380.0,False
19,1828,2025-09-24,4,10,989.9,396.0,False
19,6251,2025-08-21,2,2,229.89,91.96,False
19,9227,2025-01-04,1,1,19.99,8.0,True
19,6238,2024-12-09,1,3,449.7,179.88,False
19,14981,2024-11-26,4,11,1029.62,411.88,False
19,3654,2024-08-14,3,7,729.93,292.0,False
19,10655,2024-07-04,1,3,899.97,360.0,False
19,8408,2024-05-07,4,9,727.91,291.2,True
19,4312,2023-11-25,3,4,399.78,159.92,False
19,11533,2023-10-28,1,1,199.9,79.96,False
19,4893,2023-08-13,1,2,239.8,95.92,False
19,12657,2022-08-05,3,5,764.77,305.92,False
19,12550,2022-04-05,3,6,489.85,195.96,True
19,112,2022-02-23,3,6,489.49,195.8,False
19,5890,2022-02-08,3,9,1379.64,551.88,False
19,272,2021-07-24,2,4,159.96,64.0,False
19,7551,2021-03-07,4,8,929.74,371.92,False
19,13968,2021-02-08,1,2,139.8,55.92,False
19,12427,2020-12-16,4,11,1044.35,417.76,False
19,13417,2020-10-29,2,4,419.87,167.96,False
19,14855,2020-10-19,1,3,1049.97,420.0,True
19,3423,2020-10-10,1,3,359.7,143.88,False
19,7052,2020-01-16,2,6,224.67,89.88,False
20,10720,2025-12-13,3,6,629.58,251.84,False
20,443,2025-09-27,4,10,1361.36,544.56,False
20,10033,2025-06-04,1,3,269.7,107.88,False
20,4076,2025-04-25,1,1,249.99,100.0,False
20,934,2025-04-04,4,11,1589.35,635.76,True
20,11186,2024-03-27,3,5,534.95,214.0,False
20,10660,2024-03-02,4,6,929.85,371.96,False
20,12269,2023-08-09,3,6,389.4,155.76,False
20,11332,2022-09-16,4,11,734.17,293.68,False
20,12897,2022-09-05,1,3,149.97,60.0,False
20,11940,2022-06-09,4,8,729.74,291.92,True
20,3354,2022-04-15,3,8,1129.38,451.76,False
20,14090,2021-09-03,2,5,579.95,232.0,False
20,8812,2021-08-22,1,2,109.8,43.92,False
20,4688,2021-08-13,3,7,1029.66,411.88,False
20,7228,2021-02-17,2,3,249.79,99.92,False
20,13628,2020-11-03,3,5,829.95,332.0,True
20,9861,2020-08-29,3,9,854.91,342.0,True
21,5929,2025-08-16,3,6,374.49,149.8,False
21,4480,2025-07-28,3,6,449.67,179.88,False
21,5954,2025-05-22,3,8,1029.92,412.0,False
21,11932,2025-01-30,1,1,189.99,76.0,False
21,12826,2025-01-22,1,1,199.9,79.96,False
21,14957,2024-11-24,1,1,159.99,64.0,False
21,5480,2024-11-12,2,5,619.68,247.88,False
21,9930,2024-09-15,4,4,324.78,129.92,True
21,9442,2024-07-26,1,1,139.99,56.0,False
21,5276,2024-07-20,1,3,359.97,144.0,False
21,12535,2024-06-05,3,6,429.58,171.84,False
21,11076,2024-04-06,4,9,1119.37,447.76,False
21,8779,2023-09-23,2,3,179.97,72.0,False
21,9277,2023-04-26,1,3,164.7,65.88,False
21,8928,2023-04-21,1,3,449.7,179.88,False
21,366,2023-04-11,4,5,509.86,203.96,False
21,9419,2023-03-04,1,2,59.98,24.0,False
21,5781,2022-08-30,1,2,139.8,55.92,False
21,6651,2022-05-25,3,6,494.94,198.0,False
21,11818,2022-02-19,1,2,499.98,200.0,False
21,6613,2022-01-04,1,2,319.98,128.0,False
21,9909,2021-10-29,2,6,449.4,179.76,False
21,13899,2020-03-27,4,7,609.66,243.88,False
21,7591,2020-02-24,4,9,1315.91,526.4,False
21,11683,2020-02-15,3,6,559.76,223.92,False
22,2863,2025-08-27,1,1,99.99,40.0,False
22,424,2025-06-27,4,5,359.77,143.92,True
22,8516,2025-06-07,3,8,579.38,231.76,False
22,1126,2025-01-29,3,5,919.95,368.0,False
22,12468,2024-12-24,4,7,649.75,259.92,False
22,7817,2024-12-04,3,5,479.59,191.84,True
22,4966,2024-05-15,4,10,827.63,331.08,False
22,974,2024-04-04,4,7,1349.93,540.0,False
22,4890,2024-01-06,3,6,619.67,247.88,False
22,4132,2023-08-21,3,8,909.65,363.88,False
22,1692,2023-06-26,4,8,1315.56,526.24,True
22,8892,2023-02-24,1,2,199.8,79.92,False
22,2244,2023-02-11,3,4,439.69,175.88,False
22,7560,2022-08-08,4,9,724.64,289.88,True
22,1159,2021-10-31,1,2,699.98,280.0,False
22,11529,2021-05-28,4,8,829.65,331.88,True
22,13349,2021-05-19,3,6,454.67,181.88,False
22,7566,2021-02-21,1,2,359.98,144.0,False
22,6222,2020-03-03,3,7,759.75,303.92,False
22,4582,2020-01-14,1,3,269.97,108.0,False
23,6197,2025-07-11,2,4,199.96,80.0,False
23,13095,2025-06-01,2,5,869.95,348.0,False
23,4446,2025-05-28,2,4,349.96,140.0,False
23,3250,2025-05-26,3,6,369.76,147.92,False
23,992,2025-05-06,4,9,1314.91,526.0,True
23,7725,2025-01-29,1,3,209.97,84.0,False
23,1004,2024-11-08,1,2,119.98,48.0,False
23,4813,2024-03-19,4,6,819.85,327.96,True
23,12943,2023-10-18,1,2,99.8,39.92,False
23,8737,2023-06-19,2,2,359.89,143.96,False
23,5269,2023-03-10,1,1,79.99,32.0,False
23,11899,2022-08-24,3,5,1229.95,492.0,False
23,10021,2022-08-03,1,1,149.99,60.0,False
23,13877,2022-08-02,1,2,319.98,128.0,False
23,13958,2022-07-10,3,4,379.78,151.92,True
23,9685,2022-06-30,1,2,159.98,64.0,False
23,5801,2022-05-03,2,4,559.78,223.92,False
23,12604,2022-02-23,1,1,349.99,140.0,False
23,10937,2021-12-15,4,8,1739.74,695.92,False
23,5591,2021-10-01,3,7,359.75,143.92,False
23,11800,2021-08-17,1,1,59.99,24.0,False
23,9470,2020-12-11,2,4,509.96,204.0,False
23,6967,2020-09-26,1,1,119.9,47.96,False
23,11124,2020-08-07,4,7,569.66,227.88,False
23,10326,2020-05-01,2,5,989.68,395.88,False
23,9447,2020-03-24,2,3,419.97,168.0,False
24,11797,2025-02-23,3,5,379.95,152.0,False
24,8198,2024-12-30,1,1,129.99,52.0,False
24,1089,2024-11-21,3,8,279.92,112.0,False
24,3495,2024-05-28,1,1,24.99,10.0,False
24,6754,2024-02-12,1,2,499.98,200.0,False
24,2869,2023-11-28,4,9,819.64,327.88,False
24,7082,2023-05-13,1,3,389.7,155.88,False
24,5902,2023-05-03,1,2,239.8,95.92,False
24,3120,2023-04-19,2,5,569.68,227.88,True
24,2779,2023-03-25,2,5,329.77,131.92,False
24,8778,2023-03-15,1,3,359.97,144.0,False
24,3517,2023-02-01,1,1,129.9,51.96,False
24,13305,2022-10-21,3,6,1419.85,567.96,False
24,3855,2022-02-18,3,5,589.95,236.0,False
24,2783,2021-07-13,1,1,24.99,10.0,False
24,5960,2021-04-17,4,10,839.09,335.64,False
24,11094,2020-12-17,4,4,439.96,176.0,False
24,1273,2020-12-07,1,1,199.9,79.96,False
24,319,2020-11-14,3,8,1069.65,427.88,False
24,3985,2020-04-27,4,7,764.84,305.96,False
24,13042,2020-02-06,3,3,235.88,94.36,False
25,11238,2025-09-05,1,1,119.9,47.96,False
25,9320,2025-07-06,1,1,89.99,36.0,False
25,14681,2025-05-31,4,8,1581.92,632.8,False
25,6743,2025-05-02,3,4,154.69,61.88,False
25,8918,2024-12-18,4,7,369.84,147.96,False
25,986,2024-09-08,3,8,519.74,207.92,False
25,5719,2024-07-25,1,3,299.7,119.88,False
25,14414,2024-06-18,3,6,1439.94,576.0,True
25,7718,2024-06-17,3,8,564.92,226.0,False
25,6705,2023-11-07,3,6,1154.85,461.96,False
25,9881,2023-10-08,1,2,799.98,320.0,False
25,2123,2023-07-25,3,4,409.78,163.92,False
25,6133,2023-07-12,3,7,1199.66,479.88,False
25,11004,2023-07-05,1,3,569.97,228.0,False
25,12525,2023-06-29,1,1,59.99,24.0,False
25,8029,2022-05-23,3,6,514.94,206.0,False
25,5179,2021-11-04,1,1,149.99,60.0,True
25,9696,2021-09-26,2,5,769.77,307.92,False
25,9308,2021-09-14,1,3,164.7,65.88,True
25,13376,2021-09-13,4,5,839.77,335.92,False
25,10382,2021-06-10,1,3,389.7,155.88,False
25,13395,2020-12-15,2,5,1099.77,439.92,False
25,14809,2020-11-30,3,7,719.57,287.84,False
25,4349,2020-11-25,4,10,1414.63,565.88,False
25,12541,2020-11-09,1,2,259.98,104.0,False
25,4488,2020-04-29,4,7,679.66,271.88,False
25,10799,2020-04-09,3,7,959.93,384.0,False
26,109,2025-12-18,3,9,1589.91,636.0,False
26,10741,2025-10-27,2,4,309.87,123.96,False
26,14717,2025-05-08,4,6,1159.76,463.92,False
26,5295,2025-03-31,1,1,34.99,14.0,True
26,3846,2025-02-25,1,1,149.99,60.0,False
26,10768,2024-09-04,4,7,879.75,351.92,False
26,14452,2024-07-15,3,6,374.67,149.88,False
26,6611,2024-06-02,2,6,839.67,335.88,True
26,12124,2024-03-10,1,3,419.97,168.0,False
26,242,2023-10-21,2,3,229.88,91.96,False
26,10810,2023-09-15,2,3,549.7,219.88,False
26,9132,2023-09-11,2,5,549.95,220.0,False
26,13557,2023-08-31,1,2,69.98,28.0,False
26,5566,2023-08-30,4,10,969.63,387.88,False
26,13709,2023-08-14,1,3,1049.97,420.0,False
26,2512,2023-08-06,3,6,949.85,379.96,False
26,9560,2023-05-25,4,8,969.47,387.8,True
26,9478,2022-08-18,4,7,487.84,195.16,False
26,10554,2022-06-04,3,5,434.95,174.0,False
26,2042,2022-05-24,3,6,599.67,239.88,False
26,11600,2022-05-15,3,7,1089.93,436.0,False
26,10834,2022-04-25,4,9,489.46,195.8,False
26,1085,2022-01-05,4,9,1079.64,431.88,True
26,13214,2021-11-12,3,6,739.85,295.96,False
26,7360,2021-04-19,2,4,649.78,259.92,False
26,9971,2020-05-16,3,6,354.94,142.0,False
26,8288,2020-01-14,1,2,599.98,240.0,False
26,3311,2020-01-08,3,9,1739.64,695.88,False
27,4096,2025-10-04,3,5,549.68,219.88,False
27,10264,2025-09-27,4,7,579.84,231.96,False
27,5162,2025-04-24,4,5,304.86,121.96,True
27,3157,2025-02-10,2,5,239.68,95.88,False
27,4479,2025-01-31,2,4,869.87,347.96,False
27,9595,2024-12-05,4,7,669.93,268.0,False
27,4529,2024-08-12,2,6,419.67,167.88,False
27,12936,2024-06-26,2,4,699.96,280.0,False
27,2621,2024-03-24,4,10,919.27,367.72,False
27,8782,2024-03-02,4,9,1429.91,572.0,False
27,2290,2024-02-01,3,6,1649.85,659.96,False
